Species,Trophic.Niche,Realm
Pagodroma nivea,Aquatic predator,Neotropical
Pelecanoides garnotii,Aquatic predator,Neotropical
Pelecanoides georgicus,Aquatic predator,Madagascan
Pelecanoides magellani,Aquatic predator,Neotropical
Pelecanoides urinatrix,Aquatic predator,Madagascan
Pelecanoides whenuahouensis,Aquatic predator,Australian
Procellaria aequinoctialis,Aquatic predator,Neotropical
Procellaria cinerea,Aquatic predator,Madagascan
Procellaria conspicillata,Aquatic predator,Neotropical
Procellaria parkinsoni,Aquatic predator,Neotropical
Procellaria westlandica,Aquatic predator,Neotropical
Pseudobulweria aterrima,Aquatic predator,Madagascan
Pseudobulweria becki,Aquatic predator,Oceanian
Pseudobulweria macgillivrayi,Aquatic predator,Australian
Pseudobulweria rostrata,Aquatic predator,Neotropical
Pterodroma alba,Aquatic predator,Neotropical
Pterodroma arminjoniana,Aquatic predator,Afrotropical
Pterodroma atrata,Aquatic predator,Neotropical
Pterodroma axillaris,Aquatic predator,Neotropical
Pterodroma baraui,Aquatic predator,Madagascan
Pterodroma brevipes,Aquatic predator,Neotropical
Pterodroma cahow,Aquatic predator,Neotropical
Pterodroma caribbaea,Aquatic predator,NA
Pterodroma cervicalis,Aquatic predator,Neotropical
Pterodroma cookii,Aquatic predator,Neotropical
Pterodroma defilippiana,Aquatic predator,Neotropical
Pterodroma deserta,Aquatic predator,Neotropical
Pterodroma externa,Aquatic predator,Neotropical
Pterodroma feae,Aquatic predator,Neotropical
Pterodroma gouldi,Aquatic predator,Madagascan
Pterodroma hasitata,Aquatic predator,Neotropical
Pterodroma heraldica,Aquatic predator,Neotropical
Pterodroma hypoleuca,Aquatic predator,Oriental
Pterodroma incerta,Aquatic predator,Neotropical
Pterodroma inexpectata,Aquatic predator,Neotropical
Pterodroma lessonii,Aquatic predator,Madagascan
Pterodroma leucoptera,Aquatic predator,Neotropical
Pterodroma longirostris,Aquatic predator,Neotropical
Pterodroma macroptera,Aquatic predator,Madagascan
Pterodroma madeira,Aquatic predator,Afrotropical
Pterodroma magentae,Aquatic predator,Australian
Pterodroma mollis,Aquatic predator,Madagascan
Pterodroma neglecta,Aquatic predator,Neotropical
Pterodroma nigripennis,Aquatic predator,Neotropical
Pterodroma phaeopygia,Aquatic predator,Neotropical
Pterodroma pycrofti,Aquatic predator,Neotropical
Pterodroma sandwichensis,Aquatic predator,Nearctic
Pterodroma solandri,Aquatic predator,Saharo-Arabian
Pterodroma ultima,Aquatic predator,Neotropical
Puffinus assimilis,Aquatic predator,Australian
Puffinus auricularis,Aquatic predator,Neotropical
Puffinus bailloni,Aquatic predator,Afrotropical
Puffinus bannermani,Aquatic predator,Sino-Japanese
Puffinus bryani,Aquatic predator,Oceanian
Puffinus elegans,Aquatic predator,Madagascan
Puffinus gavia,Aquatic predator,Australian
Puffinus heinrothi,Aquatic predator,Oceanian
Puffinus huttoni,Aquatic predator,Australian
Puffinus lherminieri,Aquatic predator,Neotropical
Puffinus mauretanicus,Aquatic predator,Palearctic
Puffinus myrtae,Aquatic predator,Australian
Puffinus myrtae,Aquatic predator,Australian
Puffinus nativitatis,Aquatic predator,Neotropical
Puffinus newelli,Aquatic predator,Nearctic
Puffinus opisthomelas,Aquatic predator,Nearctic
Puffinus persicus,Aquatic predator,Saharo-Arabian
Puffinus puffinus,Aquatic predator,Neotropical
Puffinus subalaris,Aquatic predator,Neotropical
Puffinus yelkouan,Aquatic predator,Saharo-Arabian
Thalassoica antarctica,Aquatic predator,Madagascan
Cacatua alba,Omnivore,Oceanian
Cacatua ducorpsii,Omnivore,Oceanian
Cacatua galerita,Omnivore,Australian
Cacatua goffiniana,Granivore,Oriental
Cacatua haematuropygia,Granivore,Sino-Japanese
Cacatua leadbeateri,Granivore,Australian
Cacatua moluccensis,Granivore,Oceanian
Cacatua ophthalmica,Granivore,Oceanian
Cacatua ophthalmica,Granivore,Oceanian
Cacatua pastinator,Granivore,Australian
Cacatua sanguinea,Granivore,Australian
Cacatua sulphurea,Granivore,Oceanian
Cacatua tenuirostris,Granivore,Australian
Callocephalon fimbriatum,Omnivore,Australian
Calyptorhynchus banksii,Granivore,Australian
Calyptorhynchus lathami,Granivore,Australian
Eolophus roseicapilla,Granivore,Australian
Nymphicus hollandicus,Granivore,Australian
Probosciger aterrimus,Omnivore,Oceanian
Zanda baudinii,Granivore,Australian
Zanda funerea,Granivore,Australian
Zanda latirostris,Granivore,Australian
Agapornis canus,Omnivore,Madagascan
Agapornis fischeri,Granivore,Afrotropical
Agapornis lilianae,Granivore,Afrotropical
Agapornis nigrigenis,Granivore,Afrotropical
Agapornis personatus,Granivore,Afrotropical
Agapornis pullarius,Granivore,Afrotropical
Agapornis roseicollis,Granivore,Afrotropical
Agapornis swindernianus,Omnivore,Afrotropical
Agapornis taranta,Granivore,Afrotropical
Alexandrinus eques,Frugivore,Oceanian
Alexandrinus krameri,Omnivore,Saharo-Arabian
Alipiopsitta xanthops,Frugivore,Neotropical
Alisterus amboinensis,Frugivore,Oceanian
Alisterus chloropterus,Frugivore,Oceanian
Alisterus scapularis,Frugivore,Australian
Amazona aestiva,Frugivore,Neotropical
Amazona agilis,Omnivore,Neotropical
Amazona albifrons,Omnivore,Neotropical
Amazona amazonica,Frugivore,Neotropical
Amazona arausiaca,Frugivore,Neotropical
Amazona auropalliata,Omnivore,Neotropical
Amazona autumnalis,Frugivore,Neotropical
Amazona barbadensis,Omnivore,Neotropical
Amazona bodini,Frugivore,Neotropical
Amazona brasiliensis,Omnivore,Neotropical
Amazona collaria,Omnivore,Neotropical
Amazona diadema,Frugivore,Neotropical
Amazona dufresniana,Omnivore,Neotropical
Amazona farinosa,Omnivore,Neotropical
Amazona festiva,Frugivore,Neotropical
Amazona finschi,Omnivore,Nearctic
Amazona guatemalae,Omnivore,Neotropical
Amazona guildingii,Omnivore,Neotropical
Amazona imperialis,Omnivore,Neotropical
Amazona kawalli,Frugivore,Neotropical
Amazona leucocephala,Omnivore,Neotropical
Amazona lilacina,Frugivore,Neotropical
Amazona mercenarius,Frugivore,Neotropical
Amazona ochrocephala,Omnivore,Neotropical
Amazona oratrix,Omnivore,Neotropical
Amazona pretrei,Omnivore,Neotropical
Amazona rhodocorytha,Frugivore,Neotropical
Amazona tucumana,Omnivore,Neotropical
Amazona ventralis,Omnivore,Neotropical
Amazona versicolor,Omnivore,Neotropical
Amazona vinacea,Omnivore,Neotropical
Amazona viridigenalis,Omnivore,Nearctic
Amazona vittata,Omnivore,Neotropical
Amazona xantholora,Frugivore,Neotropical
Anodorhynchus glaucus,Frugivore,NA
Anodorhynchus hyacinthinus,Frugivore,Neotropical
Anodorhynchus leari,Frugivore,Neotropical
Aprosmictus erythropterus,Omnivore,Australian
Aprosmictus jonquillaceus,Omnivore,Oriental
Ara ambiguus,Granivore,Neotropical
Ara ararauna,Omnivore,Neotropical
Ara chloropterus,Omnivore,Neotropical
Ara glaucogularis,Frugivore,Neotropical
Ara macao,Omnivore,Neotropical
Ara militaris,Frugivore,Neotropical
Ara rubrogenys,Granivore,Neotropical
Ara severus,Omnivore,Neotropical
Aratinga auricapillus,Omnivore,Neotropical
Aratinga jandaya,Frugivore,Neotropical
Aratinga maculata,Frugivore,Neotropical
Aratinga nenday,Omnivore,Neotropical
Aratinga solstitialis,Frugivore,Neotropical
Aratinga weddellii,Frugivore,Neotropical
Barnardius zonarius,Omnivore,Australian
Belocercus longicaudus,Omnivore,Oriental
Bolbopsittacus lunulatus,Frugivore,Oceanian
Bolborhynchus ferrugineifrons,Omnivore,Neotropical
Bolborhynchus lineola,Omnivore,Neotropical
Bolborhynchus orbygnesius,Omnivore,Neotropical
Brotogeris chiriri,Omnivore,Neotropical
Brotogeris chrysoptera,Frugivore,Neotropical
Brotogeris cyanoptera,Frugivore,Neotropical
Brotogeris jugularis,Omnivore,Neotropical
Brotogeris pyrrhoptera,Omnivore,Neotropical
Brotogeris sanctithomae,Omnivore,Neotropical
Brotogeris tirica,Omnivore,Neotropical
Brotogeris versicolurus,Omnivore,Neotropical
Chalcopsitta atra,Nectarivore,Oceanian
Chalcopsitta cardinalis,Nectarivore,Oceanian
Chalcopsitta duivenbodei,Nectarivore,Oceanian
Chalcopsitta scintillata,Nectarivore,Oceanian
Charmosyna amabilis,Nectarivore,Oceanian
Charmosyna diadema,Omnivore,NA
Charmosyna josefinae,Nectarivore,Oceanian
Charmosyna margarethae,Omnivore,Oceanian
Charmosyna meeki,Omnivore,Oceanian
Charmosyna multistriata,Omnivore,Oceanian
Charmosyna palmarum,Nectarivore,Oceanian
Charmosyna papou,Omnivore,Oceanian
Charmosyna placentis,Omnivore,Oceanian
Charmosyna pulchella,Nectarivore,Oceanian
Charmosyna rubrigularis,Omnivore,Oceanian
Charmosyna rubronotata,Nectarivore,Oceanian
Charmosyna stellae,Omnivore,Oceanian
Charmosyna toxopei,Nectarivore,Oceanian
Charmosyna wilhelminae,Nectarivore,Oceanian
Coracopsis barklyi,Frugivore,Madagascan
Coracopsis nigra,Frugivore,Madagascan
Coracopsis sibilans,Frugivore,Madagascan
Coracopsis vasa,Frugivore,Madagascan
Cyanoliseus patagonus,Omnivore,Neotropical
Cyanopsitta spixii,Omnivore,NA
Cyanoramphus auriceps,Granivore,Australian
Cyanoramphus forbesi,Omnivore,Australian
Cyanoramphus malherbi,Omnivore,Australian
Cyanoramphus novaezelandiae,Omnivore,Australian
Cyanoramphus unicolor,Herbivore terrestrial,Australian
Cyclopsitta amabilis,Granivore,Oceanian
Cyclopsitta coxeni,Omnivore,Australian
Cyclopsitta diophthalma,Omnivore,Oceanian
Cyclopsitta gulielmitertii,Granivore,Oceanian
Cyclopsitta melanogenia,Granivore,Oceanian
Cyclopsitta nigrifrons,Granivore,Oceanian
Deroptyus accipitrinus,Frugivore,Neotropical
Diopsittaca cumanensis,Omnivore,Neotropical
Diopsittaca nobilis,Omnivore,Neotropical
Eclectus cornelia,Omnivore,Oriental
Eclectus polychloros,Omnivore,Oceanian
Eclectus riedeli,Omnivore,Oriental
Eclectus roratus,Omnivore,Oceanian
Enicognathus ferrugineus,Omnivore,Neotropical
Enicognathus leptorhynchus,Omnivore,Neotropical
Eos bornea,Nectarivore,Oceanian
Eos cyanogenia,Nectarivore,Oceanian
Eos cyanogenia,Nectarivore,Oceanian
Eos histrio,Frugivore,Oceanian
Eos histrio,Frugivore,Oceanian
Eos reticulata,Omnivore,Oriental
Eos semilarvata,Nectarivore,Oceanian
Eos squamata,Omnivore,Oceanian
Eunymphicus cornutus,Omnivore,Oceanian
Eunymphicus uvaeensis,Omnivore,Australian
Eupsittula astec,Frugivore,Neotropical
Eupsittula aurea,Omnivore,Neotropical
Eupsittula cactorum,Omnivore,Neotropical
Eupsittula canicularis,Frugivore,Neotropical
Eupsittula nana,Frugivore,Neotropical
Eupsittula pertinax,Omnivore,Neotropical
Forpus coelestis,Omnivore,Neotropical
Forpus conspicillatus,Omnivore,Neotropical
Forpus cyanopygius,Frugivore,Nearctic
Forpus modestus,Frugivore,Neotropical
Forpus passerinus,Granivore,Neotropical
Forpus spengeli,Omnivore,Neotropical
Forpus xanthops,Omnivore,Neotropical
Forpus xanthopterygius,Omnivore,Neotropical
Geoffroyus geoffroyi,Omnivore,Oceanian
Geoffroyus heteroclitus,Frugivore,Oceanian
Geoffroyus hyacinthinus,Frugivore,Oceanian
Geoffroyus hyacinthinus,Frugivore,Oceanian
Geoffroyus hyacinthinus,Frugivore,Oceanian
Geoffroyus hyacinthinus,Frugivore,Oceanian
Geoffroyus simplex,Granivore,Oceanian
Glossopsitta concinna,Omnivore,Australian
Glossopsitta porphyrocephala,Nectarivore,Australian
Glossopsitta pusilla,Omnivore,Australian
Graydidascalus brachyurus,Frugivore,Neotropical
Guaruba guarouba,Frugivore,Neotropical
Hapalopsittaca amazonina,Omnivore,Neotropical
Hapalopsittaca fuertesi,Frugivore,Neotropical
Hapalopsittaca melanotis,Frugivore,Neotropical
Hapalopsittaca pyrrhops,Omnivore,Neotropical
Himalayapsitta cyanocephala,Frugivore,Oriental
Himalayapsitta finschii,Omnivore,Oriental
Himalayapsitta himalayana,Omnivore,Sino-Japanese
Himalayapsitta roseata,Omnivore,Oriental
Lathamus discolor,Nectarivore,Australian
Leptosittaca branickii,Granivore,Neotropical
Loriculus amabilis,Frugivore,Oceanian
Loriculus aurantiifrons,Nectarivore,Oceanian
Loriculus beryllinus,Omnivore,Oriental
Loriculus catamene,Omnivore,Oceanian
Loriculus catamene,Omnivore,Oceanian
Loriculus catamene,Omnivore,Oceanian
Loriculus catamene,Omnivore,Oceanian
Loriculus catamene,Omnivore,Oceanian
Loriculus exilis,Omnivore,Oriental
Loriculus flosculus,Frugivore,Oriental
Loriculus galgulus,Frugivore,Oriental
Loriculus philippensis,Omnivore,Oceanian
Loriculus pusillus,Omnivore,Oriental
Loriculus sclateri,Omnivore,Oceanian
Loriculus stigmatus,Omnivore,Oriental
Loriculus tener,Omnivore,Oceanian
Loriculus vernalis,Frugivore,Oriental
Lorius albidinucha,Nectarivore,Oceanian
Lorius chlorocercus,Omnivore,Oceanian
Lorius domicella,Nectarivore,Oceanian
Lorius garrulus,Nectarivore,Oceanian
Lorius hypoinochrous,Nectarivore,Oceanian
Lorius lory,Nectarivore,Oceanian
Melopsittacus undulatus,Granivore,Australian
Micropsitta bruijnii,Herbivore terrestrial,Oceanian
Micropsitta finschii,Herbivore terrestrial,Oceanian
Micropsitta geelvinkiana,Herbivore terrestrial,Oceanian
Micropsitta keiensis,Herbivore terrestrial,Oceanian
Micropsitta meeki,Herbivore terrestrial,Oceanian
Micropsitta pusio,Herbivore terrestrial,Oceanian
Myiopsitta luchsi,Omnivore,Neotropical
Myiopsitta monachus,Omnivore,Neotropical
Nannopsittaca dachilleae,Omnivore,Neotropical
Nannopsittaca panychlora,Frugivore,Neotropical
Neophema chrysogaster,Granivore,Australian
Neophema chrysostoma,Granivore,Australian
Neophema elegans,Granivore,Australian
Neophema petrophila,Granivore,Australian
Neophema pulchella,Omnivore,Australian
Neophema splendida,Granivore,Australian
Neopsephotus bourkii,Granivore,Australian
Neopsittacus musschenbroekii,Frugivore,Oceanian
Neopsittacus pullicauda,Omnivore,Oceanian
Nicopsitta calthrapae,Frugivore,Oriental
Nicopsitta columboides,Omnivore,Oriental
Northiella haematogaster,Omnivore,Australian
Ognorhynchus icterotis,Frugivore,Neotropical
Oreopsittacus arfaki,Omnivore,Oceanian
Orthopsittaca manilatus,Frugivore,Neotropical
Palaeornis eupatria,Omnivore,Oriental
Pezoporus occidentalis,Granivore,Australian
Pezoporus wallicus,Granivore,Australian
Phigys solitarius,Nectarivore,Oceanian
Pionites leucogaster,Frugivore,Neotropical
Pionites melanocephalus,Granivore,Neotropical
Pionites xanthomerius,Frugivore,Neotropical
Pionites xanthurus,Frugivore,Neotropical
Pionopsitta pileata,Omnivore,Neotropical
Pionus chalcopterus,Frugivore,Neotropical
Pionus fuscus,Frugivore,Neotropical
Pionus maximiliani,Granivore,Neotropical
Pionus menstruus,Omnivore,Neotropical
Pionus reichenowi,Omnivore,Neotropical
Pionus senilis,Omnivore,Neotropical
Pionus seniloides,Frugivore,Neotropical
Pionus sordidus,Frugivore,Neotropical
Pionus tumultuosus,Frugivore,Neotropical
Platycercus adscitus,Omnivore,Australian
Platycercus caledonicus,Omnivore,Australian
Platycercus elegans,Omnivore,Australian
Platycercus eximius,Omnivore,Australian
Platycercus icterotis,Granivore,Australian
Platycercus venustus,Granivore,Australian
Poicephalus crassus,Granivore,Afrotropical
Poicephalus cryptoxanthus,Omnivore,Afrotropical
Poicephalus flavifrons,Omnivore,Afrotropical
Poicephalus fuscicollis,Omnivore,Afrotropical
Poicephalus gulielmi,Omnivore,Afrotropical
Poicephalus meyeri,Omnivore,Afrotropical
Poicephalus robustus,Omnivore,Afrotropical
Poicephalus rueppellii,Omnivore,Afrotropical
Poicephalus rufiventris,Omnivore,Afrotropical
Poicephalus senegalus,Omnivore,Afrotropical
Polytelis alexandrae,Granivore,Australian
Polytelis anthopeplus,Omnivore,Australian
Polytelis swainsonii,Omnivore,Australian
Primolius auricollis,Omnivore,Neotropical
Primolius couloni,Omnivore,Neotropical
Primolius maracana,Frugivore,Neotropical
Prioniturus discurus,Frugivore,Oceanian
Prioniturus flavicans,Frugivore,Oriental
Prioniturus luconensis,Frugivore,Oriental
Prioniturus mada,Frugivore,Oceanian
Prioniturus mindorensis,Frugivore,Oriental
Prioniturus montanus,Frugivore,Oriental
Prioniturus platenae,Frugivore,Oriental
Prioniturus platurus,Frugivore,Oriental
Prioniturus verticalis,Frugivore,Oriental
Prioniturus waterstradti,Frugivore,Oriental
Prosopeia personata,Omnivore,Oceanian
Prosopeia splendens,Frugivore,Oceanian
Prosopeia splendens,Frugivore,Oceanian
Prosopeia tabuensis,Frugivore,Oceanian
Psephotellus chrysopterygius,Granivore,Australian
Psephotellus dissimilis,Granivore,Australian
Psephotellus varius,Granivore,Australian
Psephotus haematonotus,Granivore,Australian
Pseudeos fuscata,Nectarivore,Oceanian
Psilopsiagon aurifrons,Omnivore,Neotropical
Psilopsiagon aymara,Omnivore,Neotropical
Psittacara acuticaudatus,Frugivore,Neotropical
Psittacara chloropterus,Frugivore,Neotropical
Psittacara erythrogenys,Frugivore,Neotropical
Psittacara euops,Omnivore,Neotropical
Psittacara finschi,Omnivore,Neotropical
Psittacara frontatus,Frugivore,Neotropical
Psittacara holochlorus,Omnivore,Neotropical
Psittacara leucophthalmus,Omnivore,Neotropical
Psittacara mitratus,Granivore,Neotropical
Psittacara rubritorquis,Frugivore,Neotropical
Psittacara wagleri,Frugivore,Neotropical
Psittacella brehmii,Omnivore,Oceanian
Psittacella lorentzi,Omnivore,Oceanian
Psittacella madaraszi,Omnivore,Oceanian
Psittacella modesta,Omnivore,Oceanian
Psittacella picta,Omnivore,Oceanian
Psittacula alexandri,Omnivore,Oriental
Psittacula caniceps,Frugivore,Oriental
Psittacula derbiana,Omnivore,Sino-Japanese
Psittaculirostris cervicalis,Frugivore,Oceanian
Psittaculirostris desmarestii,Frugivore,Oceanian
Psittaculirostris edwardsii,Frugivore,Oceanian
Psittaculirostris godmani,Frugivore,Oceanian
Psittaculirostris salvadorii,Granivore,Oceanian
Psittacus erithacus,Omnivore,Afrotropical
Psittacus timneh,Omnivore,Afrotropical
Psitteuteles goldiei,Nectarivore,Oceanian
Psitteuteles versicolor,Nectarivore,Australian
Psittinus abbotti,Omnivore,Oriental
Psittinus cyanurus,Omnivore,Oriental
Psittrichas fulgidus,Frugivore,Oceanian
